+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Bearhug (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Beastmask (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bigby’s Dexterous Digits (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bliss (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Blistering Invective (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Blood Biography (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body Blades (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body of the Sun (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body Temperature (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bolt’s Background Bustle (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bottomless Hate (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Break Limb (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Brumal Stiffening (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Circle of Privacy (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Claws of Darkness (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Condition Protection (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Control Vapor (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Cook (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Crafter’s Fortune (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Create Campsite (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Curse of Ill Fortune (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Darklight’s Inexplicable Image (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Death Knell (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Decastave (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Deeppockets (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Deific Vengeance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Detect Charm (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dig (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dive/Rise (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Divine Sacrifice (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dolorous Blow (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Drawmij’s Swift Mount (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dream Feast (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dumbness (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Early Judgment (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Echoes (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Entice Gift (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Euclarke’s Cantankerous Clothing (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Euphoric Cloud (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fang Fist (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Far Sight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favorable Wind (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Good Luck (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Ill Luck (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Serendipity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of the Earth (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fiery Eyes (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fiery Fists (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fireburst (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fireproof (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Firestaff (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Flu (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Frostfire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Gem Record (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ghost Whip (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ghoul Touch (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Grassdart (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hand of Ithiqua (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Heartfire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hunter’s Mercy (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hurl Rock (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Illusory Maze (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ingold’s Instant Insanity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Intensify Sensation (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Intoxicate (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Iron Maiden (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Isolde’s Answer (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kaldane’s Instant Burden (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kallum’s Cold Frost (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kilrukh’s Assisting Hands (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kiss of Awakening (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kiss of the Toad (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Leomund’s Trap (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Light of Heavens (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Litany of Debasement (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Litany of Grace (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Lucky Blade (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Lucky Cape (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Magic Flask (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Make Lost (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Merchant’s Glamer (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mikkis’ Awesome Disarm (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mikkis’ Tracking (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mistaken Missive (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Moon Rune (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Nap (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Nature’s Balance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Nightmare Lullaby (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Noise Filter (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Numbing Sphere (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Acid (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Cold (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Electricity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Fire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Force (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Sound (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Otto’s Soothing Vibrations (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Paldeggeron’s Accurate Arrow (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Piercing Shriek (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Pleasant Dreams (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Power Word Fear (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Preservation (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Prismal’s Handy Mirror (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Raven’s Flight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Ice (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Paralysis (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Stupidity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sand Glass (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sand Spray (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sap (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Savage Maw (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Scent of Vengeance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Seal Mouth (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of See Through Other Eyes (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Seek Eternal Rest (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Shadowbolt (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Shark Bolt (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sign of Sealing (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Silverlight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Skull Watch (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Skyhook (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Specialization (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Spiritual Spear (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Splinter Wood (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Spring (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Talon’s Soundmaster (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Tenser’s Hunting Hawk (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Thrasne’s Magical Mire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Transmute Water To Acid (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Unnatural Lust (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Untangle (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Venomous Blade (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Veschiul’s Shadowcurse (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Vylja’s Airbolt (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Vylja’s Webs To Dust (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wall of Gloom (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Whip of Vermin (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Whispers (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Winds of Pain (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wolfjaws (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Word of Binding (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wyvern Watch (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Yoke of Mercy (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Zone of Deception (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Aalldam’s Waterspray (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Acid Lash (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Agitate Wounds (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Agra’s Ambush (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Alpha’s Rolling Thunder (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Alter Animal Intelligence (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Alter Mass (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Amulet (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Anonymous Interaction (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Arboreal Hammer (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Archer’s Redoubt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Attune Form (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Awaken Sin (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Azalldam’s Fabrication (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Barrier Reaver (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bestow Curse (New Variants) (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bite the Hand (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blades of Fury (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blessed Forgetfulness (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blossom (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bolt of Stone (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bone Shape (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Boon of Fortune (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bottle of Smoke (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Breathable Air (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Burst of Nettles (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Call Society (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Cloud Walk (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Commune With Spirit (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Conceal Item (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Control Temperature (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Create Magic Tattoo (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Crumble (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Curse of Impending Blades (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Curse Tablet (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Cursed Image (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Darkbolt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Darklight’s Haywire Hands (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Deadly Strike (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Death Star (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Deforest (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Detonate (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dire Charm (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dirge of Discord (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Disposal (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ditan’s Decorating Hands (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Doomhound (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Downdraft (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dragon Breath (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Drawmij’s Instant Exit (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dread Word (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dream Sight (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Drought (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dust Warriors (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Encrypt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Entomb (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Euphoric Tranquility (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Everfull Quiver (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Evil Eye (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Excruciating Deformation (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Eyes of the Sun (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Falstaffe’s Ethereal Firestorm (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Farspeaker (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Favor of Amelioration (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Fire Aura (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Fool’s Speech (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Forceball (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Forcewave (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Freeze (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Frost Whip (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Garinthrall’s Hideous Leech (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ghost Companion (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Glyph of Warding (New Variants) (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Godrage (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Good Hope (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Grasping Hands of Horror (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Graymantle (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Guardian Seal (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hard Water (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hellmouth Lash (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Helping Hand (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of History (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Holy Weapon (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hypothermia (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ice Shape (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Iceball (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Invisibility Purge (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Javelin (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Junglerazer (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Kilrukh’s Defending Hands (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Kiss of Slavery (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lay of the Land (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Layla’s Morning-After Kiss (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Legolath’s Weird Wildball (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Rod (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Loathsome Veil (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lorloveim’s Creeping Shadow (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Love’s Pain (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Magnetism (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Malta’s Patterned Teleportation Square (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Camouflage (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Jump (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Memory Read (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mindburn (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mindlocked Messenger (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mirror Sending (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Beasts (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Slime (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Music of the Spheres (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mystic Rope (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nightscar (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Node of Blasting (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nystul’s Radiant Baton (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Otiluke’s Orb of Containment (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Pander’s Whirlwind Travel (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Phantom Arms And Armor (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Pilpin’s Orchestra (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Power Word Disrupt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Puppeteer (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Revenance (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Righteous Vigor (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Sacred Bond (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Scalding Spout (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Secret Light (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Seek Teleporter (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Seeking (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shape Wood (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shellskin (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shivering Touch (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Singing Stone (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Snapdragon (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Spirit Jaws (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Stunning Barrier (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Sunscorch (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Suppress Breath Weapon (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Teleport Object (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Throbbing Bones (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Transmute Gold And Gems (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Undead Torch (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Urlic’s Unwholesome Meal (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Venomdust (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Vertigo (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Vision of Hell (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Wall of Light (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ward of the Season (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Weapon Return (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whip of Flame (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whisper’s Mana Bolt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whisper’s Rune of Protection (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Wind at Back (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Windburn (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Zone of Natural Purity (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Acidball (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alcoreax’s Icetrail (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alpha’s Chill of the Void (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alpha’s Shadowfire (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Alter Path (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Animal Call (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Animate Flame (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Augmenting Wall (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Bands of Sirellyn (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Beanstalk (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Bigby’s Force Sculpture (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Blast of Sand (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Blessed Abundance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Bloodsworn Retribution (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Breed True (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Broom (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Burning Blood (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Cape of Wasps (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Carry Companion (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Chant (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Chaotic Vision (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Chilling Scythe (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Continuous Temperature (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Create Darkenbeast (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Crushing Despair (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Cursed Blade (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dance of the Unicorn (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Darsson’s Potion (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Deconstruct (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Depress Resistance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Detect Spellcasting (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Diamond Spray (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dimensional Anchor (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Disease (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Displacement (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dolorous Motes (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Dwarkanath’s Tutor (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Eldarr’s Shroud (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Enervation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Entrap Spirit (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Explosion of Rot (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Favor of the Flying Horse (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Fellstar’s Flaming Water (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Fire Charm (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Fool’s Gold (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Force Chest (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Forced Repentance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Glamden’s Jet (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Glassee (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Glory of the Martyr (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Godly Protection (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Gravel Vortex (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Gregori’s Shadow (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Guardian Weapon (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Hibernation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Hold Spirit (ToS, 4th Level) (320 gp, 0.1 lb)
