+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Feign Death (3rd Level) (200 gp, 0.1 lb)
Scroll of Fireball (3rd Level) (200 gp, 0.1 lb)
Scroll of Flame Arrows (3rd Level) (200 gp, 0.1 lb)
Scroll of Fly (3rd Level) (200 gp, 0.1 lb)
Scroll of Galder's Tower (3rd Level) (200 gp, 0.1 lb)
Scroll of Gaseous Form (3rd Level) (200 gp, 0.1 lb)
Scroll of Glyph of Warding (3rd Level) (200 gp, 0.1 lb)
Scroll of Haste (3rd Level) (200 gp, 0.1 lb)
Scroll of Hunger of Hadar (3rd Level) (200 gp, 0.1 lb)
Scroll of Hypnotic Pattern (3rd Level) (200 gp, 0.1 lb)
Scroll of Leomund's Tiny Hut (3rd Level) (200 gp, 0.1 lb)
Scroll of Lifeerence (3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Arrow (3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Bolt (3rd Level) (200 gp, 0.1 lb)
Scroll of Magic Circle (3rd Level) (200 gp, 0.1 lb)
Scroll of Major Image (3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Healing Word (3rd Level) (200 gp, 0.1 lb)
Scroll of Meld into Stone (3rd Level) (200 gp, 0.1 lb)
Scroll of Melf's Minute Meteors (3rd Level) (200 gp, 0.1 lb)
Scroll of Nondetection (3rd Level) (200 gp, 0.1 lb)
Scroll of Phantom Steed (3rd Level) (200 gp, 0.1 lb)
Scroll of Plant Growth (3rd Level) (200 gp, 0.1 lb)
Scroll of Protection from Energy (3rd Level) (200 gp, 0.1 lb)
Scroll of Remove Curse (3rd Level) (200 gp, 0.1 lb)
Scroll of Revivify (3rd Level) (200 gp, 0.1 lb)
Scroll of Sending (3rd Level) (200 gp, 0.1 lb)
Scroll of Sleet Storm (3rd Level) (200 gp, 0.1 lb)
Scroll of Slow (3rd Level) (200 gp, 0.1 lb)
Scroll of Speak with Dead (3rd Level) (200 gp, 0.1 lb)
Scroll of Speak with Plants (3rd Level) (200 gp, 0.1 lb)
Scroll of Spirit Guardians (3rd Level) (200 gp, 0.1 lb)
Scroll of Stinking Cloud (3rd Level) (200 gp, 0.1 lb)
Scroll of Summon Lesser Demons (3rd Level) (200 gp, 0.1 lb)
Scroll of Thunder Step (3rd Level) (200 gp, 0.1 lb)
Scroll of Tidal Wave (3rd Level) (200 gp, 0.1 lb)
Scroll of Tiny Servant (3rd Level) (200 gp, 0.1 lb)
Scroll of Tongues (3rd Level) (200 gp, 0.1 lb)
Scroll of Vampiric (3rd Level) (200 gp, 0.1 lb)
Scroll of Wall of Sand (3rd Level) (200 gp, 0.1 lb)
Scroll of Wall of Water (3rd Level) (200 gp, 0.1 lb)
Scroll of Water Breathing (3rd Level) (200 gp, 0.1 lb)
Scroll of Water Walk (3rd Level) (200 gp, 0.1 lb)
Scroll of Wind Wall (3rd Level) (200 gp, 0.1 lb)
Scroll of Arcane Eye (4th Level) (320 gp, 0.1 lb)
Scroll of Aura of Life (4th Level) (320 gp, 0.1 lb)
Scroll of Aura of Purity (4th Level) (320 gp, 0.1 lb)
Scroll of Banishment (4th Level) (320 gp, 0.1 lb)
Scroll of Blight (4th Level) (320 gp, 0.1 lb)
Scroll of Charm Monster (4th Level) (320 gp, 0.1 lb)
Scroll of Compulsion (4th Level) (320 gp, 0.1 lb)
Scroll of Confusion (4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Barlgura (UA, 4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Minor Elementals (4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Shadow Demon (UA, 4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Woodland Beings (4th Level) (320 gp, 0.1 lb)
Scroll of Control Water (4th Level) (320 gp, 0.1 lb)
Scroll of Death Ward (4th Level) (320 gp, 0.1 lb)
Scroll of Dimension Door (4th Level) (320 gp, 0.1 lb)
Scroll of Divination (4th Level) (320 gp, 0.1 lb)
Scroll of Dominate Beast (4th Level) (320 gp, 0.1 lb)
Scroll of Elemental Bane (4th Level) (320 gp, 0.1 lb)
Scroll of Evard's Black Tentacles (4th Level) (320 gp, 0.1 lb)
Scroll of Fabricate (4th Level) (320 gp, 0.1 lb)
Scroll of Find Greater Steed (4th Level) (320 gp, 0.1 lb)
Scroll of Fire Shield (4th Level) (320 gp, 0.1 lb)
Scroll of Freedom of Movement (4th Level) (320 gp, 0.1 lb)
Scroll of Galder's Speedy Courier (4th Level) (320 gp, 0.1 lb)
Scroll of Giant Insect (4th Level) (320 gp, 0.1 lb)
Scroll of Grasping Vine (4th Level) (320 gp, 0.1 lb)
Scroll of Greater Invisibility (4th Level) (320 gp, 0.1 lb)
Scroll of Guardian of Faith (4th Level) (320 gp, 0.1 lb)
Scroll of Guardian of Nature (4th Level) (320 gp, 0.1 lb)
Scroll of Hallucinatory Terrain (4th Level) (320 gp, 0.1 lb)
Scroll of Ice Storm (4th Level) (320 gp, 0.1 lb)
Scroll of Leomund's Secret Chest (4th Level) (320 gp, 0.1 lb)
Scroll of Locate Creature (4th Level) (320 gp, 0.1 lb)
Scroll of Mordenkainen's Faithful Hound (4th Level) (320 gp, 0.1 lb)
Scroll of Mordenkainen's Private Sanctum (4th Level) (320 gp, 0.1 lb)
Scroll of Otiluke's Resilient Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Phantasmal Killer (4th Level) (320 gp, 0.1 lb)
Scroll of Polymorph (4th Level) (320 gp, 0.1 lb)
Scroll of Shadow of Moil (4th Level) (320 gp, 0.1 lb)
Scroll of Sickening Radiance (4th Level) (320 gp, 0.1 lb)
Scroll of Staggering Smite (4th Level) (320 gp, 0.1 lb)
Scroll of Stone Shape (4th Level) (320 gp, 0.1 lb)
Scroll of Stoneskin (4th Level) (320 gp, 0.1 lb)
Scroll of Storm Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Summon Greater Demon (4th Level) (320 gp, 0.1 lb)
Scroll of Vitriolic Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Wall of Fire (4th Level) (320 gp, 0.1 lb)
Scroll of Watery Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Animate Objects (5th Level) (640 gp, 0.1 lb)
Scroll of Antilife Shell (5th Level) (640 gp, 0.1 lb)
Scroll of Awaken (5th Level) (640 gp, 0.1 lb)
Scroll of Banishing Smite (5th Level) (640 gp, 0.1 lb)
Scroll of Bigby's Hand (5th Level) (640 gp, 0.1 lb)
Scroll of Circle of Power (5th Level) (640 gp, 0.1 lb)
Scroll of Cloudkill (5th Level) (640 gp, 0.1 lb)
Scroll of Commune (5th Level) (640 gp, 0.1 lb)
Scroll of Commune with Nature (5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Cold (5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Elemental (5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Volley (5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Vrock (UA, 5th Level) (640 gp, 0.1 lb)
Scroll of Contact Other Plane (5th Level) (640 gp, 0.1 lb)
Scroll of Contagion (5th Level) (640 gp, 0.1 lb)
Scroll of Control Winds (5th Level) (640 gp, 0.1 lb)
Scroll of Creation (5th Level) (640 gp, 0.1 lb)
Scroll of Danse Macabre (5th Level) (640 gp, 0.1 lb)
Scroll of Dawn (5th Level) (640 gp, 0.1 lb)
Scroll of Destructive Wave (5th Level) (640 gp, 0.1 lb)
Scroll of Dispel Evil and Good (5th Level) (640 gp, 0.1 lb)
Scroll of Dominate Person (5th Level) (640 gp, 0.1 lb)
Scroll of Dream Special (5th Level) (640 gp, 0.1 lb)
Scroll of Enervation (5th Level) (640 gp, 0.1 lb)
Scroll of Far Step (5th Level) (640 gp, 0.1 lb)
Scroll of Flame Strike (5th Level) (640 gp, 0.1 lb)
Scroll of Geas (5th Level) (640 gp, 0.1 lb)
Scroll of Greater Restoration (5th Level) (640 gp, 0.1 lb)
Scroll of Hallow (5th Level) (640 gp, 0.1 lb)
Scroll of Hold Monster (5th Level) (640 gp, 0.1 lb)
Scroll of Holy Weapon (5th Level) (640 gp, 0.1 lb)
Scroll of Immolation (5th Level) (640 gp, 0.1 lb)
Scroll of Infernal Calling (5th Level) (640 gp, 0.1 lb)
Scroll of Insect Plague (5th Level) (640 gp, 0.1 lb)
Scroll of Legend Lore (5th Level) (640 gp, 0.1 lb)
Scroll of Maelstrom (5th Level) (640 gp, 0.1 lb)
Scroll of Mass Cure Wounds (5th Level) (640 gp, 0.1 lb)
Scroll of Mislead (5th Level) (640 gp, 0.1 lb)
Scroll of Modify Memory (5th Level) (640 gp, 0.1 lb)
Scroll of Negative Energy Flood (5th Level) (640 gp, 0.1 lb)
Scroll of Passwall (5th Level) (640 gp, 0.1 lb)
Scroll of Planar Binding (5th Level) (640 gp, 0.1 lb)
Scroll of Raise Dead (5th Level) (640 gp, 0.1 lb)
Scroll of Rary's Telepathic Bond (5th Level) (640 gp, 0.1 lb)
Scroll of Reincarnate (5th Level) (640 gp, 0.1 lb)
Scroll of Scrying (5th Level) (640 gp, 0.1 lb)
Scroll of Seeming (5th Level) (640 gp, 0.1 lb)
Scroll of Skill Empowerment (5th Level) (640 gp, 0.1 lb)
Scroll of Steel Wind Strike (5th Level) (640 gp, 0.1 lb)
Scroll of Swift Quiver (5th Level) (640 gp, 0.1 lb)
Scroll of Synaptic Static (5th Level) (640 gp, 0.1 lb)
Scroll of Telekinesis (5th Level) (640 gp, 0.1 lb)
Scroll of Teleportation Circle (5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Rock (5th Level) (640 gp, 0.1 lb)
Scroll of Tree Stride (5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Force (5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Light (5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Stone (5th Level) (640 gp, 0.1 lb)
Scroll of Wrath of Nature (5th Level) (640 gp, 0.1 lb)
Scroll of Arcane Gate (6th Level) (1280 gp, 0.1 lb)
Scroll of Blade Barrier (6th Level) (1280 gp, 0.1 lb)
Scroll of Bones of the Earth (6th Level) (1280 gp, 0.1 lb)
Scroll of Chain Lightning (6th Level) (1280 gp, 0.1 lb)
Scroll of Circle of Death (6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Fey (6th Level) (1280 gp, 0.1 lb)
Scroll of Contingency (6th Level) (1280 gp, 0.1 lb)
Scroll of Create Homunculus (6th Level) (1280 gp, 0.1 lb)
Scroll of Create Undead (6th Level) (1280 gp, 0.1 lb)
Scroll of Disintegrate (6th Level) (1280 gp, 0.1 lb)
Scroll of Drawmij's Instant Summons (6th Level) (1280 gp, 0.1 lb)
Scroll of Druid Grove (6th Level) (1280 gp, 0.1 lb)
Scroll of Eyebite (6th Level) (1280 gp, 0.1 lb)
Scroll of Find the Path (6th Level) (1280 gp, 0.1 lb)
Scroll of Flesh to Stone (6th Level) (1280 gp, 0.1 lb)
Scroll of Forbiddance (6th Level) (1280 gp, 0.1 lb)
Scroll of Globe of Invulnerability (6th Level) (1280 gp, 0.1 lb)
Scroll of Guards and Wards (6th Level) (1280 gp, 0.1 lb)
Scroll of Harm (6th Level) (1280 gp, 0.1 lb)
Scroll of Heal (6th Level) (1280 gp, 0.1 lb)
Scroll of Heroes' Feast (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Flame (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Ice (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Stone (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Wind (6th Level) (1280 gp, 0.1 lb)
Scroll of Magic Jar (6th Level) (1280 gp, 0.1 lb)
Scroll of Mass Suggestion (6th Level) (1280 gp, 0.1 lb)
Scroll of Mental Prison (6th Level) (1280 gp, 0.1 lb)
Scroll of Move Earth (6th Level) (1280 gp, 0.1 lb)
Scroll of Otiluke's Freezing Sphere (6th Level) (1280 gp, 0.1 lb)
Scroll of Otto's Irresistible Dance (6th Level) (1280 gp, 0.1 lb)
Scroll of Planar Ally (6th Level) (1280 gp, 0.1 lb)
Scroll of Primordial Ward (6th Level) (1280 gp, 0.1 lb)
Scroll of Programmed Illusion (6th Level) (1280 gp, 0.1 lb)
Scroll of Scatter (6th Level) (1280 gp, 0.1 lb)
Scroll of Soul Cage (6th Level) (1280 gp, 0.1 lb)
Scroll of Sunbeam (6th Level) (1280 gp, 0.1 lb)
Scroll of Tenser's Transformation (6th Level) (1280 gp, 0.1 lb)
Scroll of Transport via Plants (6th Level) (1280 gp, 0.1 lb)
Scroll of True Seeing (6th Level) (1280 gp, 0.1 lb)
Scroll of Wall of Ice (6th Level) (1280 gp, 0.1 lb)
Scroll of Wall of Thorns (6th Level) (1280 gp, 0.1 lb)
Scroll of Wind Walk (6th Level) (1280 gp, 0.1 lb)
Scroll of Word of Recall (6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Celestial (7th Level) (2560 gp, 0.1 lb)
Scroll of Conjure Hezrou (UA, 7th Level) (2560 gp, 0.1 lb)
Scroll of Crown of Stars (7th Level) (2560 gp, 0.1 lb)
Scroll of Delayed Blast Fireball (7th Level) (2560 gp, 0.1 lb)
Scroll of Divine Word (7th Level) (2560 gp, 0.1 lb)
Scroll of Etherealness (7th Level) (2560 gp, 0.1 lb)
Scroll of Finger of Death (7th Level) (2560 gp, 0.1 lb)
Scroll of Fire Storm (7th Level) (2560 gp, 0.1 lb)
Scroll of Forcecage (7th Level) (2560 gp, 0.1 lb)
Scroll of Mirage Arcane (7th Level) (2560 gp, 0.1 lb)
Scroll of Mordenkainen's Magnificent Mansion (7th Level) (2560 gp, 0.1 lb)
Scroll of Mordenkainen's Sword (7th Level) (2560 gp, 0.1 lb)
Scroll of Plane Shift (7th Level) (2560 gp, 0.1 lb)
Scroll of Power Word Pain (7th Level) (2560 gp, 0.1 lb)
Scroll of Prismatic Spray (7th Level) (2560 gp, 0.1 lb)
Scroll of Project Image (7th Level) (2560 gp, 0.1 lb)
Scroll of Regenerate (7th Level) (2560 gp, 0.1 lb)
Scroll of Resurrection (7th Level) (2560 gp, 0.1 lb)
Scroll of Reverse Gravity (7th Level) (2560 gp, 0.1 lb)
Scroll of Sequester (7th Level) (2560 gp, 0.1 lb)
Scroll of Simulacrum (7th Level) (2560 gp, 0.1 lb)
Scroll of Symbol (7th Level) (2560 gp, 0.1 lb)
Scroll of Teleport (7th Level) (2560 gp, 0.1 lb)
Scroll of Temple of the Gods (7th Level) (2560 gp, 0.1 lb)
Scroll of Whirlwind (7th Level) (2560 gp, 0.1 lb)
Scroll of Abi-Dalzim's Horrid Wilting (8th Level) (5120 gp, 0.1 lb)
Scroll of Animal Shapes (8th Level) (5120 gp, 0.1 lb)
Scroll of Antimagic Field (8th Level) (5120 gp, 0.1 lb)
Scroll of Antipathy/Sympathy (8th Level) (5120 gp, 0.1 lb)
Scroll of Clone (8th Level) (5120 gp, 0.1 lb)
Scroll of Control Weather (8th Level) (5120 gp, 0.1 lb)
Scroll of Demiplane (8th Level) (5120 gp, 0.1 lb)
Scroll of Dominate Monster (8th Level) (5120 gp, 0.1 lb)
Scroll of Earthquake (8th Level) (5120 gp, 0.1 lb)
Scroll of Feeblemind (8th Level) (5120 gp, 0.1 lb)
Scroll of Glibness (8th Level) (5120 gp, 0.1 lb)
Scroll of Holy Aura (8th Level) (5120 gp, 0.1 lb)
Scroll of Illusory Dragon (8th Level) (5120 gp, 0.1 lb)
Scroll of Incendiary Cloud (8th Level) (5120 gp, 0.1 lb)
Scroll of Maddening Darkness (8th Level) (5120 gp, 0.1 lb)
Scroll of Maze (8th Level) (5120 gp, 0.1 lb)
Scroll of Mighty Fortress (8th Level) (5120 gp, 0.1 lb)
Scroll of Mind Blank (8th Level) (5120 gp, 0.1 lb)
Scroll of Power Word Stun (8th Level) (5120 gp, 0.1 lb)
Scroll of Sunburst (8th Level) (5120 gp, 0.1 lb)
Scroll of Telepathy (8th Level) (5120 gp, 0.1 lb)
Scroll of Tsunami (8th Level) (5120 gp, 0.1 lb)
Scroll of Astral Projection (9th Level) (10240 gp, 0.1 lb)
Scroll of Foresight (9th Level) (10240 gp, 0.1 lb)
Scroll of Gate (9th Level) (10240 gp, 0.1 lb)
Scroll of Imprisonment (9th Level) (10240 gp, 0.1 lb)
Scroll of Invulnerability (9th Level) (10240 gp, 0.1 lb)
Scroll of Mass Heal (9th Level) (10240 gp, 0.1 lb)
Scroll of Mass Polymorph (9th Level) (10240 gp, 0.1 lb)
Scroll of Meteor Swarm (9th Level) (10240 gp, 0.1 lb)
Scroll of Power Word Heal (9th Level) (10240 gp, 0.1 lb)
Scroll of Power Word Kill (9th Level) (10240 gp, 0.1 lb)
Scroll of Prismatic Wall (9th Level) (10240 gp, 0.1 lb)
Scroll of Psychic Scream (9th Level) (10240 gp, 0.1 lb)
Scroll of Shapechange (9th Level) (10240 gp, 0.1 lb)
Scroll of Storm of Vengeance (9th Level) (10240 gp, 0.1 lb)
Scroll of Time Stop (9th Level) (10240 gp, 0.1 lb)
Scroll of True Polymorph (9th Level) (10240 gp, 0.1 lb)
Scroll of True Resurrection (9th Level) (10240 gp, 0.1 lb)
Scroll of Weird (9th Level) (10240 gp, 0.1 lb)
Scroll of Wish (9th Level) (10240 gp, 0.1 lb)
Scroll of Banish Dazzle (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Death Prayer (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Hold Portal (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Rainshield (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Ritual Strength (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Squeaking Floor (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Talon’s Waterproof (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Erik’s Quills (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Legerdemain (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Liquid Orb (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Nature Call (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Thump (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Empathy (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Idea (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Secret Signs (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Distraction (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Bigby’s Bookworm Bane (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Call Upon Faith (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Darsson’s Cooling Breeze (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Disarm (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Fiery Eyes (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Flashpuff (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Hailstone (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Handcandle (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Helping Hand (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Odeen’s Magic Cloud (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Scatterspray (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Warning Shout (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Deepen Shadows (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Haunting (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Bloodbridge (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Pain (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Allergy Field (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Alter Instrument (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Blacksteel (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Candletrick (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Copy (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Druidcraft (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Handfang (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Leaf into Dagger (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Odeen’s Magic Tailor (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Orison (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Phantom Plow (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Smoke Shape (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Sustain Fire (3.5e, Cantrip) (10 gp, 0.1 lb)
Scroll of Fire Aura (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Protective Amulet (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Sacred Guardian (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Segojan’s Armor (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Spirit Mask (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Hail of Stone (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Assess Value (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Compass (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Death Candle (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Metals and Minerals (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Harmony (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Secret Passages and Portals (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Fire Truth (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Sea Sight (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of 1st Level (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Alert Vigil (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Animal Animosity (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Bliss (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Immurk’s Distraction (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Intensify Sensation (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Nap (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Otto’s Soothing Vibrations (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Zone of Deception (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Beneficence (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Dancing Fire (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Diction (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Frost Fingers (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Ladder (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Magical Tether (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Calder’s Starry Sky (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Color (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Creeping Darkness (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Elonia’s Glamer (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of False Tracks (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Blood Bond (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Exterminate (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Fertility (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Ray of Fatigue (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Adhesion (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Arrowflight (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Augment Artistry (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Breath of Life (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Ease Labor (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Erase (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Favor of the Earth (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Filth’s Bane (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of First Strike (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Fist of Stone (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Gift of Speech (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Hair (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Laeral’s Cutting Hand (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Reed Staff (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Secret Page (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Sharptooth (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Special Effects (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Swim (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Weapon of the Earth (3.5e, 1st Level) (60 gp, 0.1 lb)
Scroll of Agra’s Ambush (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Elude Blow (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Exorcisms (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Good Luck (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fireproof (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Preservation (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Revenance (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Create Campsite (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Prismal’s Handy Mirror (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sap (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Thunderball (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Death Recall (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Detect Charm (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ground Trace (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of See Through Other Eyes (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Whispers (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bigby’s Dexterous Digits (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Decastave (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fiery Fists (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fire Arrows (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Firestaff (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hurl Rock (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Shark Bolt (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Skyhook (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wyvern Watch (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Beastmask (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Call Society (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Circle of Privacy (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Drawmij’s Scent Mask (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Echoes (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Leomund’s Trap (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Moon Rune (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sinister Surroundings (3.5e, 2nd Level) (120 gp, 0.1 lb)
