+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Prayer of Healing (2nd Level) (120 gp, 0.1 lb)
Scroll of Protection from Poison (2nd Level) (120 gp, 0.1 lb)
Scroll of Pyrotechnics (2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Enfeeblement (2nd Level) (120 gp, 0.1 lb)
Scroll of Rope Trick (2nd Level) (120 gp, 0.1 lb)
Scroll of Scorching Ray (2nd Level) (120 gp, 0.1 lb)
Scroll of See Invisibility (2nd Level) (120 gp, 0.1 lb)
Scroll of Shadow Blade (2nd Level) (120 gp, 0.1 lb)
Scroll of Shatter (2nd Level) (120 gp, 0.1 lb)
Scroll of Silence (2nd Level) (120 gp, 0.1 lb)
Scroll of Skywrite (2nd Level) (120 gp, 0.1 lb)
Scroll of Snilloc's Snowball Swarm (2nd Level) (120 gp, 0.1 lb)
Scroll of Spider Climb (2nd Level) (120 gp, 0.1 lb)
Scroll of Spike Growth (2nd Level) (120 gp, 0.1 lb)
Scroll of Spiritual Weapon (2nd Level) (120 gp, 0.1 lb)
Scroll of Suggestion (2nd Level) (120 gp, 0.1 lb)
Scroll of Warding Bond (2nd Level) (120 gp, 0.1 lb)
Scroll of Warding Wind (2nd Level) (120 gp, 0.1 lb)
Scroll of Web (2nd Level) (120 gp, 0.1 lb)
Scroll of Zone of Truth (2nd Level) (120 gp, 0.1 lb)
Scroll of Animate Dead (3rd Level) (200 gp, 0.1 lb)
Scroll of Aura of Vitality (3rd Level) (200 gp, 0.1 lb)
Scroll of Beacon of Hope (3rd Level) (200 gp, 0.1 lb)
Scroll of Bestow Curse (3rd Level) (200 gp, 0.1 lb)
Scroll of Blinding Smite (3rd Level) (200 gp, 0.1 lb)
Scroll of Blink (3rd Level) (200 gp, 0.1 lb)
Scroll of Call Lightning (3rd Level) (200 gp, 0.1 lb)
Scroll of Catnap (3rd Level) (200 gp, 0.1 lb)
Scroll of Clairvoyance (3rd Level) (200 gp, 0.1 lb)
Scroll of Conjure Animals (3rd Level) (200 gp, 0.1 lb)
Scroll of Conjure Barrage (3rd Level) (200 gp, 0.1 lb)
Scroll of Conjure Lesser Demon (UA, 3rd Level) (200 gp, 0.1 lb)
Scroll of Counterspell (3rd Level) (200 gp, 0.1 lb)
Scroll of Create Food and Water (3rd Level) (200 gp, 0.1 lb)
Scroll of Crusader's Mantle (3rd Level) (200 gp, 0.1 lb)
Scroll of Daylight (3rd Level) (200 gp, 0.1 lb)
Scroll of Dispel Magic (3rd Level) (200 gp, 0.1 lb)
Scroll of Elemental Weapon (3rd Level) (200 gp, 0.1 lb)
Scroll of Enemies Abound (3rd Level) (200 gp, 0.1 lb)
Scroll of Erupting Earth (3rd Level) (200 gp, 0.1 lb)
Scroll of Fast Friends (3rd Level) (200 gp, 0.1 lb)
Scroll of Fear (3rd Level) (200 gp, 0.1 lb)
Scroll of Feign Death (3rd Level) (200 gp, 0.1 lb)
Scroll of Fireball (3rd Level) (200 gp, 0.1 lb)
Scroll of Flame Arrows (3rd Level) (200 gp, 0.1 lb)
Scroll of Fly (3rd Level) (200 gp, 0.1 lb)
Scroll of Galder's Tower (3rd Level) (200 gp, 0.1 lb)
Scroll of Gaseous Form (3rd Level) (200 gp, 0.1 lb)
Scroll of Glyph of Warding (3rd Level) (200 gp, 0.1 lb)
Scroll of Haste (3rd Level) (200 gp, 0.1 lb)
Scroll of Hunger of Hadar (3rd Level) (200 gp, 0.1 lb)
Scroll of Hypnotic Pattern (3rd Level) (200 gp, 0.1 lb)
Scroll of Incite Greed (3rd Level) (200 gp, 0.1 lb)
Scroll of Leomund's Tiny Hut (3rd Level) (200 gp, 0.1 lb)
Scroll of Lifeerence (3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Arrow (3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Bolt (3rd Level) (200 gp, 0.1 lb)
Scroll of Magic Circle (3rd Level) (200 gp, 0.1 lb)
Scroll of Major Image (3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Healing Word (3rd Level) (200 gp, 0.1 lb)
Scroll of Meld into Stone (3rd Level) (200 gp, 0.1 lb)
Scroll of Melf's Minute Meteors (3rd Level) (200 gp, 0.1 lb)
Motivational Speech (3rd Level) (200 gp, 0.1 lb)
Scroll of Nondetection (3rd Level) (200 gp, 0.1 lb)
Scroll of Phantom Steed (3rd Level) (200 gp, 0.1 lb)
Scroll of Plant Growth (3rd Level) (200 gp, 0.1 lb)
Scroll of Protection from Energy (3rd Level) (200 gp, 0.1 lb)
Scroll of Remove Curse (3rd Level) (200 gp, 0.1 lb)
Scroll of Revivify (3rd Level) (200 gp, 0.1 lb)
Scroll of Sending (3rd Level) (200 gp, 0.1 lb)
Scroll of Sleet Storm (3rd Level) (200 gp, 0.1 lb)
Scroll of Slow (3rd Level) (200 gp, 0.1 lb)
Scroll of Speak with Dead (3rd Level) (200 gp, 0.1 lb)
Scroll of Speak with Plants (3rd Level) (200 gp, 0.1 lb)
Scroll of Spirit Guardians (3rd Level) (200 gp, 0.1 lb)
Scroll of Stinking Cloud (3rd Level) (200 gp, 0.1 lb)
Scroll of Summon Lesser Demons (3rd Level) (200 gp, 0.1 lb)
Scroll of Thunder Step (3rd Level) (200 gp, 0.1 lb)
Scroll of Tidal Wave (3rd Level) (200 gp, 0.1 lb)
Scroll of Tiny Servant (3rd Level) (200 gp, 0.1 lb)
Scroll of Tongues (3rd Level) (200 gp, 0.1 lb)
Scroll of Vampiric (3rd Level) (200 gp, 0.1 lb)
Scroll of Wall of Sand (3rd Level) (200 gp, 0.1 lb)
Scroll of Wall of Water (3rd Level) (200 gp, 0.1 lb)
Scroll of Water Breathing (3rd Level) (200 gp, 0.1 lb)
Scroll of Water Walk (3rd Level) (200 gp, 0.1 lb)
Scroll of Wind Wall (3rd Level) (200 gp, 0.1 lb)
Scroll of Arcane Eye (4th Level) (320 gp, 0.1 lb)
Scroll of Aura of Life (4th Level) (320 gp, 0.1 lb)
Scroll of Aura of Purity (4th Level) (320 gp, 0.1 lb)
Scroll of Banishment (4th Level) (320 gp, 0.1 lb)
Scroll of Blight (4th Level) (320 gp, 0.1 lb)
Scroll of Charm Monster (4th Level) (320 gp, 0.1 lb)
Scroll of Compulsion (4th Level) (320 gp, 0.1 lb)
Scroll of Confusion (4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Barlgura (UA, 4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Minor Elementals (4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Shadow Demon (UA, 4th Level) (320 gp, 0.1 lb)
Scroll of Conjure Woodland Beings (4th Level) (320 gp, 0.1 lb)
Scroll of Control Water (4th Level) (320 gp, 0.1 lb)
Scroll of Death Ward (4th Level) (320 gp, 0.1 lb)
Scroll of Dimension Door (4th Level) (320 gp, 0.1 lb)
Scroll of Divination (4th Level) (320 gp, 0.1 lb)
Scroll of Dominate Beast (4th Level) (320 gp, 0.1 lb)
Scroll of Elemental Bane (4th Level) (320 gp, 0.1 lb)
Scroll of Evard's Black Tentacles (4th Level) (320 gp, 0.1 lb)
Scroll of Fabricate (4th Level) (320 gp, 0.1 lb)
Scroll of Find Greater Steed (4th Level) (320 gp, 0.1 lb)
Scroll of Fire Shield (4th Level) (320 gp, 0.1 lb)
Scroll of Freedom of Movement (4th Level) (320 gp, 0.1 lb)
Scroll of Galder's Speedy Courier (4th Level) (320 gp, 0.1 lb)
Scroll of Giant Insect (4th Level) (320 gp, 0.1 lb)
Scroll of Grasping Vine (4th Level) (320 gp, 0.1 lb)
Scroll of Greater Invisibility (4th Level) (320 gp, 0.1 lb)
Scroll of Guardian of Faith (4th Level) (320 gp, 0.1 lb)
Scroll of Guardian of Nature (4th Level) (320 gp, 0.1 lb)
Scroll of Hallucinatory Terrain (4th Level) (320 gp, 0.1 lb)
Scroll of Ice Storm (4th Level) (320 gp, 0.1 lb)
Scroll of Leomund's Secret Chest (4th Level) (320 gp, 0.1 lb)
Scroll of Locate Creature (4th Level) (320 gp, 0.1 lb)
Scroll of Mordenkainen's Faithful Hound (4th Level) (320 gp, 0.1 lb)
Scroll of Mordenkainen's Private Sanctum (4th Level) (320 gp, 0.1 lb)
Scroll of Otiluke's Resilient Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Phantasmal Killer (4th Level) (320 gp, 0.1 lb)
Scroll of Polymorph (4th Level) (320 gp, 0.1 lb)
Scroll of Shadow of Moil (4th Level) (320 gp, 0.1 lb)
Scroll of Sickening Radiance (4th Level) (320 gp, 0.1 lb)
Scroll of Staggering Smite (4th Level) (320 gp, 0.1 lb)
Scroll of Stone Shape (4th Level) (320 gp, 0.1 lb)
Scroll of Stoneskin (4th Level) (320 gp, 0.1 lb)
Scroll of Storm Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Summon Greater Demon (4th Level) (320 gp, 0.1 lb)
Scroll of Vitriolic Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Wall of Fire (4th Level) (320 gp, 0.1 lb)
Scroll of Watery Sphere (4th Level) (320 gp, 0.1 lb)
Scroll of Animate Objects (5th Level) (640 gp, 0.1 lb)
Scroll of Antilife Shell (5th Level) (640 gp, 0.1 lb)
Scroll of Awaken (5th Level) (640 gp, 0.1 lb)
Scroll of Banishing Smite (5th Level) (640 gp, 0.1 lb)
Scroll of Bigby's Hand (5th Level) (640 gp, 0.1 lb)
Scroll of Circle of Power (5th Level) (640 gp, 0.1 lb)
Scroll of Cloudkill (5th Level) (640 gp, 0.1 lb)
Scroll of Commune (5th Level) (640 gp, 0.1 lb)
Scroll of Commune with Nature (5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Cold (5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Elemental (5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Volley (5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Vrock (UA, 5th Level) (640 gp, 0.1 lb)
Scroll of Contact Other Plane (5th Level) (640 gp, 0.1 lb)
Scroll of Contagion (5th Level) (640 gp, 0.1 lb)
Scroll of Control Winds (5th Level) (640 gp, 0.1 lb)
Scroll of Creation (5th Level) (640 gp, 0.1 lb)
Scroll of Danse Macabre (5th Level) (640 gp, 0.1 lb)
Scroll of Dawn (5th Level) (640 gp, 0.1 lb)
Scroll of Destructive Wave (5th Level) (640 gp, 0.1 lb)
Scroll of Dispel Evil and Good (5th Level) (640 gp, 0.1 lb)
Scroll of Dominate Person (5th Level) (640 gp, 0.1 lb)
Scroll of Dream Special (5th Level) (640 gp, 0.1 lb)
Scroll of Enervation (5th Level) (640 gp, 0.1 lb)
Scroll of Far Step (5th Level) (640 gp, 0.1 lb)
Scroll of Flame Strike (5th Level) (640 gp, 0.1 lb)
Scroll of Geas (5th Level) (640 gp, 0.1 lb)
Scroll of Greater Restoration (5th Level) (640 gp, 0.1 lb)
Scroll of Hallow (5th Level) (640 gp, 0.1 lb)
Scroll of Hold Monster (5th Level) (640 gp, 0.1 lb)
Scroll of Holy Weapon (5th Level) (640 gp, 0.1 lb)
Scroll of Immolation (5th Level) (640 gp, 0.1 lb)
Scroll of Infernal Calling (5th Level) (640 gp, 0.1 lb)
Scroll of Insect Plague (5th Level) (640 gp, 0.1 lb)
Scroll of Legend Lore (5th Level) (640 gp, 0.1 lb)
Scroll of Maelstrom (5th Level) (640 gp, 0.1 lb)
Scroll of Mass Cure Wounds (5th Level) (640 gp, 0.1 lb)
Scroll of Mislead (5th Level) (640 gp, 0.1 lb)
Scroll of Modify Memory (5th Level) (640 gp, 0.1 lb)
Scroll of Negative Energy Flood (5th Level) (640 gp, 0.1 lb)
Scroll of Passwall (5th Level) (640 gp, 0.1 lb)
Scroll of Planar Binding (5th Level) (640 gp, 0.1 lb)
Scroll of Raise Dead (5th Level) (640 gp, 0.1 lb)
Scroll of Rary's Telepathic Bond (5th Level) (640 gp, 0.1 lb)
Scroll of Reincarnate (5th Level) (640 gp, 0.1 lb)
Scroll of Scrying (5th Level) (640 gp, 0.1 lb)
Scroll of Seeming (5th Level) (640 gp, 0.1 lb)
Scroll of Skill Empowerment (5th Level) (640 gp, 0.1 lb)
Scroll of Steel Wind Strike (5th Level) (640 gp, 0.1 lb)
Scroll of Swift Quiver (5th Level) (640 gp, 0.1 lb)
Scroll of Synaptic Static (5th Level) (640 gp, 0.1 lb)
Scroll of Telekinesis (5th Level) (640 gp, 0.1 lb)
Scroll of Teleportation Circle (5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Rock (5th Level) (640 gp, 0.1 lb)
Scroll of Tree Stride (5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Force (5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Light (5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Stone (5th Level) (640 gp, 0.1 lb)
Scroll of Wrath of Nature (5th Level) (640 gp, 0.1 lb)
Scroll of Arcane Gate (6th Level) (1280 gp, 0.1 lb)
Scroll of Blade Barrier (6th Level) (1280 gp, 0.1 lb)
Scroll of Bones of the Earth (6th Level) (1280 gp, 0.1 lb)
Scroll of Chain Lightning (6th Level) (1280 gp, 0.1 lb)
Scroll of Circle of Death (6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Fey (6th Level) (1280 gp, 0.1 lb)
Scroll of Contingency (6th Level) (1280 gp, 0.1 lb)
Scroll of Create Homunculus (6th Level) (1280 gp, 0.1 lb)
Scroll of Create Undead (6th Level) (1280 gp, 0.1 lb)
Scroll of Disintegrate (6th Level) (1280 gp, 0.1 lb)
Scroll of Drawmij's Instant Summons (6th Level) (1280 gp, 0.1 lb)
Scroll of Druid Grove (6th Level) (1280 gp, 0.1 lb)
Scroll of Eyebite (6th Level) (1280 gp, 0.1 lb)
Scroll of Find the Path (6th Level) (1280 gp, 0.1 lb)
Scroll of Flesh to Stone (6th Level) (1280 gp, 0.1 lb)
Scroll of Forbiddance (6th Level) (1280 gp, 0.1 lb)
Scroll of Globe of Invulnerability (6th Level) (1280 gp, 0.1 lb)
Scroll of Guards and Wards (6th Level) (1280 gp, 0.1 lb)
Scroll of Harm (6th Level) (1280 gp, 0.1 lb)
Scroll of Heal (6th Level) (1280 gp, 0.1 lb)
Scroll of Heroes' Feast (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Flame (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Ice (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Stone (6th Level) (1280 gp, 0.1 lb)
Scroll of Investiture of Wind (6th Level) (1280 gp, 0.1 lb)
Scroll of Magic Jar (6th Level) (1280 gp, 0.1 lb)
Scroll of Mass Suggestion (6th Level) (1280 gp, 0.1 lb)
Scroll of Mental Prison (6th Level) (1280 gp, 0.1 lb)
Scroll of Move Earth (6th Level) (1280 gp, 0.1 lb)
Scroll of Otiluke's Freezing Sphere (6th Level) (1280 gp, 0.1 lb)
Scroll of Otto's Irresistible Dance (6th Level) (1280 gp, 0.1 lb)
Scroll of Planar Ally (6th Level) (1280 gp, 0.1 lb)
Scroll of Primordial Ward (6th Level) (1280 gp, 0.1 lb)
Scroll of Programmed Illusion (6th Level) (1280 gp, 0.1 lb)
Scroll of Scatter (6th Level) (1280 gp, 0.1 lb)
Scroll of Soul Cage (6th Level) (1280 gp, 0.1 lb)
Scroll of Sunbeam (6th Level) (1280 gp, 0.1 lb)
Scroll of Tenser's Transformation (6th Level) (1280 gp, 0.1 lb)
Scroll of Transport via Plants (6th Level) (1280 gp, 0.1 lb)
Scroll of True Seeing (6th Level) (1280 gp, 0.1 lb)
Scroll of Wall of Ice (6th Level) (1280 gp, 0.1 lb)
Scroll of Wall of Thorns (6th Level) (1280 gp, 0.1 lb)
Scroll of Wind Walk (6th Level) (1280 gp, 0.1 lb)
Scroll of Word of Recall (6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Celestial (7th Level) (2560 gp, 0.1 lb)
Scroll of Conjure Hezrou (UA, 7th Level) (2560 gp, 0.1 lb)
Scroll of Crown of Stars (7th Level) (2560 gp, 0.1 lb)
Scroll of Delayed Blast Fireball (7th Level) (2560 gp, 0.1 lb)
Scroll of Divine Word (7th Level) (2560 gp, 0.1 lb)
Scroll of Etherealness (7th Level) (2560 gp, 0.1 lb)
Scroll of Finger of Death (7th Level) (2560 gp, 0.1 lb)
Scroll of Fire Storm (7th Level) (2560 gp, 0.1 lb)
Scroll of Forcecage (7th Level) (2560 gp, 0.1 lb)
Scroll of Mirage Arcane (7th Level) (2560 gp, 0.1 lb)
Scroll of Mordenkainen's Magnificent Mansion (7th Level) (2560 gp, 0.1 lb)
Scroll of Mordenkainen's Sword (7th Level) (2560 gp, 0.1 lb)
Scroll of Plane Shift (7th Level) (2560 gp, 0.1 lb)
Scroll of Power Word Pain (7th Level) (2560 gp, 0.1 lb)
Scroll of Prismatic Spray (7th Level) (2560 gp, 0.1 lb)
Scroll of Project Image (7th Level) (2560 gp, 0.1 lb)
Scroll of Regenerate (7th Level) (2560 gp, 0.1 lb)
Scroll of Resurrection (7th Level) (2560 gp, 0.1 lb)
Scroll of Reverse Gravity (7th Level) (2560 gp, 0.1 lb)
Scroll of Sequester (7th Level) (2560 gp, 0.1 lb)
Scroll of Simulacrum (7th Level) (2560 gp, 0.1 lb)
Scroll of Symbol (7th Level) (2560 gp, 0.1 lb)
Scroll of Teleport (7th Level) (2560 gp, 0.1 lb)
Scroll of Temple of the Gods (7th Level) (2560 gp, 0.1 lb)
Scroll of Whirlwind (7th Level) (2560 gp, 0.1 lb)
Scroll of Abi-Dalzim's Horrid Wilting (8th Level) (5120 gp, 0.1 lb)
Scroll of Animal Shapes (8th Level) (5120 gp, 0.1 lb)
Scroll of Antimagic Field (8th Level) (5120 gp, 0.1 lb)
Scroll of Antipathy/Sympathy (8th Level) (5120 gp, 0.1 lb)
Scroll of Clone (8th Level) (5120 gp, 0.1 lb)
Scroll of Control Weather (8th Level) (5120 gp, 0.1 lb)
Scroll of Demiplane (8th Level) (5120 gp, 0.1 lb)
Scroll of Dominate Monster (8th Level) (5120 gp, 0.1 lb)
Scroll of Earthquake (8th Level) (5120 gp, 0.1 lb)
Scroll of Feeblemind (8th Level) (5120 gp, 0.1 lb)
Scroll of Glibness (8th Level) (5120 gp, 0.1 lb)
Scroll of Holy Aura (8th Level) (5120 gp, 0.1 lb)
Scroll of Illusory Dragon (8th Level) (5120 gp, 0.1 lb)
Scroll of Incendiary Cloud (8th Level) (5120 gp, 0.1 lb)
Scroll of Maddening Darkness (8th Level) (5120 gp, 0.1 lb)
Scroll of Maze (8th Level) (5120 gp, 0.1 lb)
Scroll of Mighty Fortress (8th Level) (5120 gp, 0.1 lb)
Scroll of Mind Blank (8th Level) (5120 gp, 0.1 lb)
Scroll of Power Word Stun (8th Level) (5120 gp, 0.1 lb)
Scroll of Sunburst (8th Level) (5120 gp, 0.1 lb)
Scroll of Telepathy (8th Level) (5120 gp, 0.1 lb)
Scroll of Tsunami (8th Level) (5120 gp, 0.1 lb)
Scroll of Astral Projection (9th Level) (10240 gp, 0.1 lb)
Scroll of Foresight (9th Level) (10240 gp, 0.1 lb)
Scroll of Gate (9th Level) (10240 gp, 0.1 lb)
Scroll of Imprisonment (9th Level) (10240 gp, 0.1 lb)
Scroll of Invulnerability (9th Level) (10240 gp, 0.1 lb)
Scroll of Mass Heal (9th Level) (10240 gp, 0.1 lb)
Scroll of Mass Polymorph (9th Level) (10240 gp, 0.1 lb)
Scroll of Meteor Swarm (9th Level) (10240 gp, 0.1 lb)
Scroll of Power Word Heal (9th Level) (10240 gp, 0.1 lb)
Scroll of Power Word Kill (9th Level) (10240 gp, 0.1 lb)
Scroll of Prismatic Wall (9th Level) (10240 gp, 0.1 lb)
Scroll of Psychic Scream (9th Level) (10240 gp, 0.1 lb)
Scroll of Shapechange (9th Level) (10240 gp, 0.1 lb)
Scroll of Storm of Vengeance (9th Level) (10240 gp, 0.1 lb)
Scroll of Time Stop (9th Level) (10240 gp, 0.1 lb)
Scroll of True Polymorph (9th Level) (10240 gp, 0.1 lb)
Scroll of True Resurrection (9th Level) (10240 gp, 0.1 lb)
Scroll of Weird (9th Level) (10240 gp, 0.1 lb)
Scroll of Wish (9th Level) (10240 gp, 0.1 lb)
Scroll of Allergy Field (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Alpha’s Spark Shower (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Alpha’s Sparkle Beam (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Alter Instrument (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Befoul (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Bigby’s Bookworm Bane (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Blacksteel (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Bleeding Touch (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Bloodbridge (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Candletrick (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Chill (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Copy (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Crier’s Boon (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Darsson’s Cooling Breeze (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Deepen Shadows (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Diction (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Diminutive Darkness (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Disarm (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Distraction (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Druidcraft (New Variants) (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Empathy (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Erik’s Quills (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Flicker (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Gnat Swarm (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Hailstone (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Handcandle (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Handfang (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Haunting Sound (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Hold Portal (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Ill Omen (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Iron Scarf (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Kiss of Wounding (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Leaf into Dagger (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Legerdemain (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Liquid Orb (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Nature Call (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Notice (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Odeen’s Magic Cloud (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Open/Close (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Orison (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Pain (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Prestidigitation (New Variants) (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Scatterspray (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Scratch (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Secret Signs (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Slash Tongue (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Spit Venom (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Squeaking Floor (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Stun Ray (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Sustain Fire (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Thaumaturgy (New Variants) (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Thump (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Touch of Madness (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Warning Shout (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Whisper’s Darkstaff (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Acid Hands (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Adhesion (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ahrvar’s Forgery (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Alpha’s Hunting Hound (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Animal Animosity (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Animal Sense (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Arcane Voice (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Assess Value (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Augment Artistry (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Aura of Protection (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Autopsy (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Banish Dazzle (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Battle Cry (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Beneficence (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Bladethirst (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Borrow Fortune (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Brambles (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Buzzing Bee (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Calder’s Starry Sky (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Camouflage (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Cat Spirit (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Cheat (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Chime (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Chord of Shards (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Color (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Comfort (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Command Hair (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Common Prayer (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Compass (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Confuse Self (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Conjure Fundamental (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Create Earth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Creeping Darkness (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Darkray’s Enhanced Dagger (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Death Candle (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Death Grimace (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Harmony (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Metals And Minerals (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Secret Passages And Portals (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Dispel Fatigue (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Breath of Life (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Light Step (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Scent Mask (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drenal’s Stone Flame (ToS, 1st Level) (60 gp, 0.1 lb)
